comm_code,slope_im,slope_ex,score,score_nor,positive_trade,trend_score,price_score
590110,7.237769922178267e-06,3.3875636542797435e-08,56.45161290322581,0.32501699207926854,True,51.61290322580645,100
590190,-2.7137367433775715e-05,2.6866927458632387e-06,14.516129032258062,0.3250561851194458,False,16.129032258064512,0
590210,7.507958734122029e-05,-3.4934509196809434e-05,81.29032258064515,0.3249081703945252,False,90.32258064516128,0
590220,-3.241873300825758e-05,-5.806387708255309e-05,76.77419354838709,0.3249974725391178,True,74.19354838709677,100
590310,5.3168988881418595e-05,-2.507371639986041e-05,75.48387096774194,0.32494179951155305,False,83.87096774193549,0
590320,-0.00019146421866869266,8.625572181434726e-07,2.9032258064516103,0.3252281896375889,False,3.2258064516129004,0
590390,-1.5566278829314733e-05,6.590836310870629e-07,20.322580645161292,0.3250417912833896,False,22.580645161290324,0
590691,-6.26652182941831e-07,1.288467213824285e-07,26.129032258064512,0.32502541687133674,False,29.032258064516125,0
590699,-4.1920079871213544e-05,4.473106700546691e-05,5.80645161290323,0.3251163349798482,False,6.451612903225811,0
590700,-5.264003918311179e-06,-1.0230410840524882e-05,43.5483870967742,0.3250193603962171,False,48.38709677419355,0
591000,-1.366682573712214e-05,-1.7135860454264305e-05,40.645161290322584,0.32502094532225045,False,45.16129032258065,0
591120,1.8688739726442042e-06,1.49756057747122e-08,37.74193548387096,0.32502265489829324,False,41.93548387096774,0
591131,-4.762336822558295e-06,1.8340847299629564e-05,17.419354838709683,0.32504907126265437,False,19.354838709677423,0
591132,2.4496292204035454e-05,-1.9250717385493112e-06,69.67741935483872,0.32499665093239055,False,77.41935483870968,0
591140,-2.43759850314386e-05,6.436496524731301e-06,21.612903225806452,0.3250572313354543,True,12.903225806451612,100
591190,-3.078739663161227e-05,9.769055438303925e-06,8.709677419354842,0.3250675450520326,False,9.677419354838712,0
690100,-1.4018673984327997e-06,1.3972208792406463e-05,33.225806451612904,0.3250408902210046,True,25.806451612903224,100
691010,5.478905430948295e-06,-6.774248237360971e-06,68.06451612903226,0.3250116475813423,True,64.51612903225806,100
691090,-4.814704349669865e-06,-0.00037627418231862136,94.19354838709678,0.32463143786942206,True,93.5483870967742,100
691110,0.00012137405107784721,3.6666279457885155e-05,78.38709677419355,0.3249349564220975,False,87.09677419354838,0
691190,9.477925894595532e-06,-3.332025191773527e-06,60.96774193548388,0.3250110582270588,False,67.74193548387098,0
691200,4.6699150441943606e-05,-1.3571289535083391e-05,72.58064516129032,0.32496082264492127,False,80.64516129032258,0
691310,1.0898693323796415e-05,-4.8992521617271e-07,52.258064516129025,0.3250125626672689,False,58.06451612903225,0
691390,1.1486634978603614e-05,1.201533351371085e-06,49.354838709677416,0.32501373070863987,False,54.83870967741935,0
691410,-1.2203391959393248e-07,-1.3693103686877764e-06,34.83870967741936,0.32502329699039745,False,38.70967741935484,0
691490,1.570840580487471e-05,-1.2550311128807491e-06,63.87096774193549,0.3250066618800443,False,70.96774193548387,0
730840,0.0,0.0,30.48387096774194,0.32502461719716247,False,33.87096774193549,0
732394,0.0,0.0,30.48387096774194,0.32502461719716247,False,33.87096774193549,0
750720,-7.500266861135016e-06,,,,True,,100
860900,3.161209099741968e-05,2.007258616530534e-05,65.16129032258064,0.3250124029584058,True,61.29032258064516,100
880330,0.03034779510201457,0.006674427191137531,87.0967741935484,0.2999670283278635,False,96.7741935483871,0
880390,-0.00013096452948125267,7.860861866766113e-05,0.0,0.3252464444337488,False,0.0,0
