comm_code,slope_im,slope_ex,score,score_nor,positive_trade,trend_score,price_score
740829,2.0200059237705476e-05,1.8170670073337981e-06,67.83505154639175,0.1983488920421686,True,64.26116838487972,100
740911,-2.4578396758867887e-05,-2.363309392331884e-06,22.577319587628867,0.1983952458321717,False,25.085910652920962,0
740921,-8.599301405238526e-06,-4.967334248170161e-07,38.45360824742268,0.19837913253896833,True,31.615120274914087,100
740929,-9.703681476262206e-06,6.974292700424231e-07,26.28865979381443,0.19838175695297364,False,29.209621993127143,0
740931,-1.2205923800318632e-05,,,,False,,0
741012,-1.9707211212721567e-05,,,,True,,100
741110,0.0006131255082867078,-0.0003031305264253982,85.36082474226804,0.19732372486988173,False,94.84536082474226,0
741129,-0.00011368603698054351,-8.698029414997734e-05,31.340206185567016,0.19840037314120756,True,23.71134020618557,100
741210,0.0004893394939907709,6.858507785397689e-06,82.88659793814433,0.19781899749624002,False,92.09621993127148,0
741220,0.0002784556970314416,0.0006462650697570679,13.092783505154639,0.19878983604650846,True,3.436426116838487,100
741300,-2.882040157742478e-06,0.00031352585390348974,3.7113402061855636,0.19873114722744326,False,4.123711340206182,0
741521,5.698237732159339e-07,-5.132164864166903e-07,47.01030927835051,0.1983686446597475,False,52.23367697594501,0
741529,5.557466707436828e-07,3.2298731058784883e-06,34.329896907216494,0.19837293449113128,False,38.144329896907216,0
741539,5.888921200891743e-06,4.978542132304118e-07,51.340206185567006,0.19836372587126633,False,57.0446735395189,0
741820,0.0003500419473795824,8.531949493516192e-06,91.34020618556701,0.19797995436055388,True,90.37800687285224,100
741910,-7.044229897420126e-07,1.8225215109456575e-06,44.63917525773196,0.19837276644277652,True,38.487972508591064,100
741991,-4.4124692643116836e-06,1.6505223322568366e-05,33.19587628865979,0.19839376450187815,True,25.773195876288657,100
741999,-3.062815856900465e-05,3.0919712994942695e-05,23.917525773195877,0.19844015494208592,True,15.463917525773196,100
750620,1.9725427760400633e-06,8.710259458164709e-07,57.31958762886598,0.19836862356369858,True,52.57731958762887,100
860719,0.0003405035747223733,0.0001185156636923211,77.62886597938144,0.19811642144889557,False,86.25429553264605,0
860721,0.00015384130054724128,5.145294526833697e-05,82.0618556701031,0.19825297698912797,True,80.06872852233677,100
860729,4.737642859497929e-05,2.2696503349703268e-05,70.61855670103094,0.19834170237424503,True,67.35395189003437,100
860730,0.00027583994125687664,1.1233648818005087e-05,88.8659793814433,0.19806776093288816,True,87.62886597938144,100
860791,0.0005269466525715362,6.52588617760829e-05,92.26804123711341,0.19784273860476276,True,91.40893470790378,100
860799,0.0005140650577402405,2.6944067278790647e-05,93.50515463917526,0.19781369966479,True,92.78350515463917,100
860800,0.00020866602567843812,6.226401052857073e-05,75.77319587628867,0.19820272338188388,False,84.19243986254295,0
860900,0.0027466950639992104,0.00020878188531269222,98.76288659793815,0.1954721605728716,True,98.62542955326461,100
870810,0.0004894901428973769,0.0002226356520137674,89.48453608247422,0.19806519400066802,True,88.31615120274914,100
870821,-0.00010155120105332518,-0.00012220739128759173,60.00000000000001,0.1983462965661275,False,66.66666666666667,0
870829,0.00033377826143202345,6.866398135827985e-05,79.17525773195877,0.1980671809263365,False,87.97250859106529,0
870840,-0.0015566107239061268,-0.0013498162953272958,4.3298969072165,0.19860599353517674,False,4.810996563573888,0
870850,-0.0009263181742106634,-2.1280783201283544e-06,0.6185567010309256,0.1994250965184181,False,0.6872852233676952,0
